CLIENTNUM,Education_Level
772935108,Unknown
820075983,Graduate
721502958,High School
708596283,Uneducated
710325258,Unknown
708823908,Graduate
826401858,Uneducated
709554483,Graduate
710545158,Unknown
788621658,College
716713533,Post-Graduate
712338033,High School
711639708,Graduate
720216108,College
718708908,Graduate
802890333,Uneducated
712965183,Graduate
796170933,Uneducated
712816833,High School
814829583,Unknown
798769458,High School
818034558,Unknown
719483358,College
719647383,Graduate
714909108,Graduate
793678608,Graduate
720854358,Unknown
709126833,College
788896983,Graduate
715731033,Graduate
717636933,College
772658658,High School
755943033,Graduate
772399983,College
826130133,Graduate
719238183,Graduate
802666083,Uneducated
713682708,College
712774008,Uneducated
717627333,Post-Graduate
779542608,Uneducated
715322958,Unknown
779100408,Post-Graduate
715352883,Post-Graduate
789963033,Graduate
710687508,High School
789656358,Graduate
715720083,Unknown
716584158,High School
815727183,High School
717066408,Graduate
708104658,Graduate
718016808,Unknown
814571058,College
714757908,Graduate
710345808,Uneducated
814752558,Uneducated
721284258,Unknown
719336583,Uneducated
797638383,High School
708434733,Graduate
711802758,Graduate
720620058,High School
819169683,Unknown
709757583,Unknown
789307833,College
823912308,Graduate
720746208,Graduate
709121283,Uneducated
714093108,High School
718368333,College
806752533,Post-Graduate
758521983,Unknown
779473308,Uneducated
709376508,College
712589658,Uneducated
712141683,High School
712494108,Post-Graduate
721350783,High School
710133858,Graduate
719152383,Uneducated
715174158,College
780040758,College
719525358,Graduate
710892408,High School
713295183,Graduate
789871233,High School
712663533,High School
820906233,Graduate
821163408,Unknown
708947208,Graduate
715261458,Graduate
789310833,College
818294958,College
713902983,High School
771693933,Graduate
827984658,Post-Graduate
789012633,Graduate
807237783,Uneducated
803408733,High School
824667708,Graduate
807165033,Post-Graduate
809984133,Doctorate
718949433,College
751227183,Unknown
716331408,Unknown
714199983,Uneducated
774172158,Unknown
708171858,Post-Graduate
709074108,College
721304133,High School
787430733,High School
711225933,High School
717478983,Uneducated
720949083,Uneducated
712851108,High School
713151258,Graduate
799731033,Doctorate
822138333,Graduate
708532308,Uneducated
713718558,Graduate
778939683,Uneducated
713322633,Graduate
754671558,Unknown
719291283,High School
720659283,Graduate
719535558,College
771032658,Unknown
709468683,High School
719455908,Graduate
816890883,Uneducated
709826058,Unknown
735008958,Unknown
713766183,Uneducated
719148633,Graduate
789266208,High School
718373658,College
712255458,High School
789494133,High School
714178458,Post-Graduate
717595908,High School
798114033,Graduate
709479558,College
778148283,Doctorate
719363283,Doctorate
716225433,Uneducated
719882583,Graduate
711076533,College
820651908,Graduate
710884683,Graduate
797468658,High School
716375883,Uneducated
711534183,High School
721083258,High School
717986058,High School
804610908,Doctorate
717602733,Doctorate
770952933,Unknown
713233908,Graduate
755365233,Graduate
715105908,Graduate
712658283,Graduate
708796458,Graduate
713557533,High School
710524533,College
713412558,Post-Graduate
720000708,Graduate
718934058,Doctorate
710607408,High School
717613233,Uneducated
821710308,Uneducated
716089983,Graduate
720430083,High School
712071708,Graduate
770721858,Graduate
751381458,College
715629783,Graduate
768886533,Graduate
711023508,Graduate
711291558,Uneducated
714929283,High School
716285358,College
710958033,Uneducated
711368283,Unknown
807275733,Post-Graduate
708231183,Uneducated
789690483,High School
789338583,Doctorate
717411483,College
720799608,Graduate
714112383,Graduate
717994608,Graduate
798558783,Graduate
716875083,High School
714603558,High School
789903708,Uneducated
801989733,Uneducated
789504183,Graduate
714574083,Graduate
717978033,High School
711256908,High School
721023708,Uneducated
714522258,Graduate
714247458,Uneducated
780416433,Unknown
713644758,Graduate
712700358,Uneducated
779873508,High School
779342958,College
711738333,Graduate
709413933,High School
720323208,Graduate
708132783,Uneducated
713372583,High School
710092683,College
779284833,Post-Graduate
713426358,College
717132633,Uneducated
714967233,Doctorate
767587833,Unknown
714954033,Post-Graduate
716154258,Doctorate
755399433,Uneducated
709876008,Post-Graduate
709918158,High School
713350908,Uneducated
715759458,Graduate
713976258,Graduate
790174608,Doctorate
771335358,College
708382083,High School
771829758,Uneducated
767333808,Graduate
721385433,Unknown
794293908,College
720409608,High School
717830583,Graduate
715455708,Graduate
719108358,Post-Graduate
769323183,Uneducated
820020258,High School
719234883,Graduate
807349158,Doctorate
710799783,Unknown
778456983,Unknown
708644208,Graduate
711659958,Graduate
798988983,Uneducated
710760258,High School
799700208,Graduate
772401933,Unknown
787460883,Uneducated
770937183,Graduate
715468083,Doctorate
807161508,Unknown
772268058,Uneducated
710166783,Graduate
804820233,Unknown
708758658,Graduate
714011358,Graduate
712401033,Unknown
771212508,Unknown
821150958,Graduate
792272658,Graduate
809818008,Uneducated
803231058,High School
715698633,Unknown
720450108,Graduate
719076858,College
720016308,Unknown
712443558,College
711835758,Graduate
709284333,Uneducated
788122533,Graduate
709206333,Graduate
713039808,College
801700233,Graduate
716815308,Uneducated
821149008,Graduate
720580383,Graduate
780202908,Graduate
787504158,Unknown
716183283,College
824168808,College
712936908,Unknown
719855958,High School
710112933,Uneducated
768364233,High School
771725808,Uneducated
780686358,Unknown
712762758,Graduate
714392808,Unknown
713089458,High School
826780683,Graduate
780251658,High School
772273983,Uneducated
737944908,Unknown
720688158,High School
719902908,Unknown
771682533,Unknown
708193008,Uneducated
772449858,Graduate
715992558,Doctorate
708502908,High School
720132258,Post-Graduate
708704433,High School
720906033,Graduate
719961183,High School
718838808,Post-Graduate
710268858,Graduate
788360283,Graduate
717914808,High School
802884933,Graduate
714436383,Graduate
718785483,Doctorate
708816408,Uneducated
715363908,Uneducated
709163358,Unknown
827643858,Unknown
711251133,Post-Graduate
716896833,Unknown
789193383,Uneducated
712801758,Graduate
719836083,Unknown
718291233,Graduate
718682883,Unknown
771503958,Unknown
771960708,Graduate
717427983,High School
712737108,High School
771599283,Graduate
717237708,Post-Graduate
710703708,Unknown
712513458,High School
709690158,Graduate
709959858,Graduate
720683958,Uneducated
780704358,Post-Graduate
717843783,College
718318383,High School
708849858,Doctorate
712652283,Uneducated
793461933,High School
720084183,Unknown
767114958,Uneducated
709216533,College
720897783,Uneducated
773503308,Uneducated
719963433,Unknown
708139833,Graduate
710664558,High School
713687508,Doctorate
816312633,College
712019883,Unknown
718216008,Graduate
718345233,Graduate
771228183,Graduate
789430083,High School
779524833,Unknown
823621083,Graduate
715563558,Unknown
715424283,College
807209808,High School
716578158,Unknown
708911508,Unknown
717332733,Unknown
710681808,High School
708740808,Graduate
711728208,Graduate
720562008,Graduate
709012083,Uneducated
771073908,Unknown
718174908,Uneducated
709550958,Graduate
720411183,High School
720776508,Doctorate
755615208,High School
708147108,Graduate
827476983,College
716682258,High School
708563433,High School
772277508,Unknown
712515558,College
719342808,Graduate
788957358,Graduate
778386033,Uneducated
820060758,College
713271708,Uneducated
720555483,Graduate
709405758,Graduate
769463433,Post-Graduate
786087633,Unknown
738627708,Unknown
719527833,High School
715921758,College
717280158,Graduate
714179658,High School
806637558,High School
714828708,High School
711989358,Graduate
720188508,Graduate
719528958,College
713110908,Unknown
721179708,Unknown
716363658,Doctorate
711443808,Unknown
778952058,College
713642133,Unknown
778908783,College
778170633,Graduate
714670533,Unknown
771833433,High School
772758783,Unknown
788959758,Uneducated
716878533,Unknown
713267133,Post-Graduate
716263533,High School
719026383,Uneducated
821755233,Unknown
709683633,High School
714318033,Unknown
828291858,College
779647608,High School
787605558,Graduate
771534408,College
716219808,Graduate
715690908,Graduate
789125733,Doctorate
717271983,College
709695333,High School
712233183,Graduate
716645883,Unknown
711762408,Doctorate
818305008,Graduate
788159433,Unknown
709104333,Post-Graduate
708112008,Graduate
714731208,Uneducated
710006958,High School
815062383,High School
778447908,College
720725058,Graduate
803415183,Unknown
708582858,Graduate
779833908,Graduate
818687958,Graduate
708714108,High School
754872333,Graduate
718637208,Graduate
816772908,High School
711935283,Post-Graduate
716950758,High School
716497908,Doctorate
809358708,Unknown
716037708,Uneducated
717804783,Graduate
715338783,High School
779645658,Graduate
787565433,Post-Graduate
717287883,Graduate
715746633,Graduate
720635883,Unknown
710077008,Uneducated
804437658,Doctorate
780000258,Uneducated
825785508,High School
720252858,College
710017758,Graduate
711750183,Graduate
718364283,Graduate
711638658,High School
711046383,Graduate
720877083,Graduate
715662258,Unknown
715570533,Post-Graduate
758202858,High School
712872183,Uneducated
710014683,Graduate
716934333,Uneducated
778523733,Graduate
716353083,Graduate
753642933,High School
708151008,Graduate
789646158,Uneducated
712423233,High School
719806233,Graduate
786509358,Unknown
711502908,Graduate
748617858,Uneducated
721532583,Graduate
789244308,College
709330383,Graduate
719136183,Uneducated
716939358,Graduate
778155558,Unknown
713461533,Graduate
803776533,Post-Graduate
714857508,Doctorate
720348933,Graduate
721158108,Graduate
789043008,Post-Graduate
713362158,Unknown
712623258,Graduate
708494583,Uneducated
718394658,Graduate
719398158,Unknown
711885258,High School
789161358,Graduate
787581858,Unknown
779198133,High School
708314808,College
720508233,Unknown
717134058,Unknown
783366483,Unknown
715412583,Post-Graduate
719562108,Uneducated
754457883,Unknown
742552683,High School
711455133,College
716387733,Graduate
772571508,High School
718815108,Unknown
719266158,Graduate
720708183,Uneducated
767523933,High School
797466033,High School
771886233,Unknown
712612233,Graduate
716516208,Graduate
709950858,College
779882508,Unknown
717472833,Unknown
712665633,Graduate
709562358,Unknown
715391433,Graduate
708722583,Uneducated
720452508,College
714566958,High School
816084333,Unknown
806179683,College
806244183,Graduate
787999533,High School
718358808,High School
718474683,High School
716908158,College
713984208,Graduate
713013483,Graduate
754599558,College
788739633,Unknown
712411908,High School
717538683,Graduate
709447908,Graduate
816834933,Graduate
718963158,Unknown
714358008,College
720758808,College
708255633,Graduate
716101308,Unknown
715986258,Uneducated
715858008,Uneducated
806226933,High School
708361833,Graduate
778422933,Unknown
708957183,Unknown
718000383,Graduate
714466458,High School
719608308,High School
792995808,Post-Graduate
716211258,College
779289033,Uneducated
719356008,Graduate
718503108,Unknown
779661033,Unknown
813053733,Unknown
718354683,Graduate
720529308,High School
787578183,High School
737952333,Graduate
779498058,Graduate
799707858,High School
719543208,Uneducated
797743233,Uneducated
710658483,Graduate
715399908,High School
710288883,Graduate
719912808,High School
720247158,Graduate
718672233,Graduate
789593058,College
710278458,High School
714467733,Graduate
803026008,Unknown
772000533,Graduate
811035483,Uneducated
715480983,College
819997983,Unknown
807593058,Unknown
720437358,Graduate
719465733,High School
711978858,Graduate
814364808,Uneducated
788820933,Graduate
713316558,High School
779856483,Post-Graduate
717085983,High School
788030208,Uneducated
709914858,Graduate
716111808,Unknown
708618933,Uneducated
720446508,Uneducated
756488883,Uneducated
708414033,Graduate
756727233,High School
720379533,Unknown
720340383,Graduate
771453033,High School
708747708,Graduate
712460433,Uneducated
719801508,Uneducated
720983733,Unknown
713657733,Unknown
709955958,High School
719099583,Graduate
719513733,Doctorate
710654808,Graduate
719651358,Uneducated
718917408,Graduate
808753758,Uneducated
711699183,Uneducated
711196458,Unknown
772565883,High School
717203958,Graduate
769701258,Unknown
714933783,Graduate
717650133,Graduate
708707808,Graduate
717331758,Graduate
801385458,Uneducated
710605458,High School
719570733,Unknown
708646233,Unknown
766006758,High School
710695083,College
709224033,Uneducated
795991758,Unknown
709381383,Graduate
810321933,High School
716235783,College
758833758,Unknown
713579733,College
804649833,Post-Graduate
780971583,Graduate
804673308,Uneducated
788747358,High School
713199558,Doctorate
713777883,Graduate
771081558,High School
710229333,College
720406233,Graduate
767784708,Doctorate
712052058,Graduate
715278708,Unknown
827049558,Graduate
710248233,College
712146558,Uneducated
715179933,High School
709215708,Post-Graduate
710668458,Graduate
718828083,Graduate
720781158,Uneducated
716938383,Unknown
709976358,Unknown
715688958,Post-Graduate
721493883,Unknown
709830783,Unknown
715354983,Graduate
713532858,Doctorate
721295658,Unknown
720313083,Unknown
720724008,Graduate
712828533,Graduate
717007458,Graduate
710728458,Unknown
717720108,Graduate
720648483,College
770146008,Graduate
714829683,Doctorate
717015333,Unknown
757837458,High School
719240358,Unknown
719036883,Uneducated
714000108,College
720786033,College
708917133,High School
818929158,Doctorate
709513458,High School
717705858,High School
716573058,Doctorate
827695683,Uneducated
819189108,College
716977758,Uneducated
714901383,High School
718500633,Unknown
713516433,College
715140933,Graduate
712642533,Unknown
721498008,Uneducated
717189183,Doctorate
708902883,Graduate
817889583,Graduate
717242058,Graduate
715628733,Unknown
716613933,High School
712709508,Unknown
716306583,Graduate
720026058,Graduate
756397458,Graduate
712644483,High School
814489683,Unknown
789111483,Graduate
709573533,Uneducated
807137808,High School
711861258,Uneducated
716660583,Graduate
717222033,Unknown
716617608,High School
716786808,Post-Graduate
718882008,High School
770975133,Graduate
715234008,High School
709326183,High School
721233033,High School
712319958,High School
712198983,Graduate
772103208,High School
779502333,Graduate
718737708,Graduate
821351958,College
716142858,Uneducated
826079508,Unknown
773236983,High School
826717533,Graduate
789334458,Graduate
814092858,Graduate
708355683,Graduate
803124408,Unknown
789964983,Graduate
720303933,Graduate
708665133,Graduate
828236133,Graduate
712000758,Uneducated
715378383,Graduate
769985883,Graduate
709297608,College
716971833,Uneducated
801373833,College
716040783,Graduate
817977933,Graduate
827055333,Graduate
772116408,High School
734924658,High School
711775383,Graduate
715019058,Post-Graduate
780715683,Doctorate
827341383,Graduate
708757233,High School
710504283,Uneducated
713919183,Unknown
713171358,College
773140683,Unknown
716358033,Graduate
826410708,Unknown
789717708,Unknown
711679533,Post-Graduate
711342483,College
720242733,Unknown
721213833,High School
756624183,Graduate
717622308,High School
714629358,Graduate
744307008,Uneducated
708871158,Graduate
710979033,Unknown
818903583,Uneducated
712980333,Graduate
717655458,Uneducated
822112383,College
711538758,Graduate
719987733,Unknown
719184783,Graduate
715857183,College
719657583,Graduate
789713208,Doctorate
802031583,Uneducated
711529383,Graduate
715371108,Graduate
712988958,Graduate
713005908,Graduate
712236483,Graduate
711852783,Unknown
780056733,Unknown
796903083,Doctorate
716014983,High School
712521783,Graduate
780045708,Graduate
719488008,Graduate
771575058,Graduate
772137183,Graduate
779709033,Unknown
709716258,High School
737986083,High School
713343333,Unknown
779331558,Unknown
714973758,Graduate
718009158,Uneducated
789597408,Post-Graduate
712165308,Doctorate
821768658,Unknown
719341683,Unknown
708637758,Graduate
779974758,College
821815458,High School
711708408,High School
812449758,High School
715682208,Doctorate
719914908,Uneducated
714744783,Unknown
710809833,Graduate
720942333,Unknown
709423158,Graduate
718307433,Graduate
772607433,High School
801709308,Uneducated
778502958,Unknown
806656083,Graduate
823635033,High School
718739508,Unknown
709272333,Uneducated
721538883,Graduate
718835583,Graduate
827970933,Graduate
719888358,Unknown
717030633,College
815085708,High School
716332533,Unknown
822964683,Graduate
719335233,Uneducated
779683683,High School
712653183,Unknown
715485483,Graduate
788912658,Unknown
711396483,Graduate
789220008,High School
716436483,Uneducated
717661908,Doctorate
778459833,Graduate
769448658,Unknown
820346133,Uneducated
720119808,High School
721523658,High School
711176133,High School
794560833,Graduate
718197108,Graduate
713750583,College
769576608,Uneducated
708626058,Uneducated
710333883,Graduate
715401633,Graduate
755220783,Doctorate
789603183,High School
767564358,Doctorate
789744033,Graduate
709887483,Uneducated
779765058,Unknown
789177333,Graduate
717262833,Unknown
714878508,High School
711079308,Graduate
794510358,Graduate
715033533,High School
779400183,Graduate
716636808,Graduate
708733983,Doctorate
710521383,Uneducated
720075558,College
716468658,Unknown
717569283,Doctorate
787491483,Unknown
779995833,Unknown
714215058,High School
789407958,Graduate
715118058,Graduate
713672208,Doctorate
720865383,Graduate
713701533,Unknown
778895883,Unknown
719655258,Graduate
711205758,College
806264958,High School
714659133,High School
716425833,Graduate
712166583,Graduate
713124558,Graduate
714048783,High School
708784908,Graduate
714332658,Graduate
719169783,Uneducated
718270833,Post-Graduate
721268133,Post-Graduate
795343683,High School
715611933,Doctorate
711184983,Unknown
779601783,College
784263558,Uneducated
720795858,Graduate
756629133,Graduate
714387108,Graduate
712164333,High School
714429258,Doctorate
796791258,Uneducated
711220683,Unknown
717582558,Graduate
714779733,Unknown
817965858,Unknown
717358158,Uneducated
720301458,High School
826471458,Graduate
794579658,High School
717052158,High School
818311533,Uneducated
716156508,High School
711191808,Graduate
712084383,Graduate
788641758,College
788768883,Unknown
713277783,Uneducated
717451833,Uneducated
712291308,Uneducated
712852233,Graduate
712312908,Unknown
773457558,College
716194683,Graduate
720563058,College
719502183,Graduate
712287333,Uneducated
716944983,Uneducated
718115733,Graduate
827691858,College
716431833,Unknown
717265983,Uneducated
769578858,Graduate
712815858,High School
815851233,High School
779425608,Unknown
811532208,Graduate
713896533,High School
712546233,Unknown
772148058,Graduate
771776808,Uneducated
715905633,Graduate
778282758,College
717886008,High School
709985133,Graduate
709289358,Graduate
720457608,Graduate
780612558,Graduate
714216033,Doctorate
710577708,Unknown
719462433,Graduate
769063308,Post-Graduate
715136583,High School
710915358,College
709841433,Graduate
710509758,College
720527058,Graduate
711787383,High School
715824108,Graduate
719474583,Graduate
719282433,Graduate
772669833,Post-Graduate
789365508,High School
806641683,Uneducated
805534608,College
781117533,Unknown
710294808,High School
718788258,Unknown
716404383,Graduate
824795358,High School
715196508,Graduate
779051808,Graduate
720695583,Graduate
826414083,Unknown
708426483,Graduate
787472283,Graduate
716948283,College
778375458,Graduate
718504983,Graduate
709625733,High School
719357058,Doctorate
709626858,High School
711843708,Graduate
711349083,Doctorate
721462458,High School
780833058,High School
769962933,Graduate
719095533,Uneducated
709718058,Uneducated
819151083,High School
770778108,Post-Graduate
718877883,Unknown
710376708,Uneducated
718366983,Graduate
719604858,Unknown
714549558,Graduate
822955008,Graduate
712986483,College
779597133,Graduate
758426583,Post-Graduate
716805408,Doctorate
711275433,Uneducated
778968408,Doctorate
827117808,Graduate
804462633,High School
709321908,High School
714907908,High School
818336508,Unknown
712597233,Uneducated
711964533,College
716705433,Uneducated
717983058,Graduate
709587783,Post-Graduate
709804533,Uneducated
712076358,High School
711670308,Unknown
720717108,Uneducated
784789758,Unknown
779689233,Graduate
788792583,Unknown
710657508,College
716393958,High School
770708133,High School
766131033,Graduate
719816583,Doctorate
715376508,Graduate
709300458,Graduate
778340733,College
708195633,High School
714729933,Unknown
794514108,Unknown
812501358,Post-Graduate
718961208,College
814459833,Graduate
720363258,Graduate
714496083,Unknown
713004933,High School
712011633,Doctorate
772466508,Unknown
708225483,Graduate
788923758,High School
789150633,Graduate
710809083,College
787669233,Doctorate
708119658,Graduate
737921733,Unknown
765940683,Uneducated
719732433,Graduate
715491483,Graduate
783381933,Uneducated
811554708,High School
719536608,Graduate
720753183,Post-Graduate
714505683,Uneducated
711942783,High School
714031983,High School
711372258,College
710825658,Uneducated
716575758,College
714732183,Uneducated
714097683,Graduate
720568083,Graduate
708121908,Unknown
778710783,High School
713745783,Post-Graduate
711043983,High School
716438433,Doctorate
709435533,Unknown
711080358,Unknown
718677858,College
720259308,High School
719346708,Unknown
719874633,High School
720286908,Uneducated
719168883,Unknown
789893808,Graduate
772472208,Uneducated
710402508,Unknown
710218233,High School
714212358,High School
812956983,Graduate
780241758,High School
711580908,Unknown
712835433,Uneducated
716461683,Uneducated
713617608,Unknown
714622833,Uneducated
712115958,Uneducated
712033833,Unknown
714548733,College
719523108,Post-Graduate
710881008,High School
715098333,High School
708211383,Graduate
715054683,Uneducated
710670633,High School
784560258,Uneducated
710871108,Uneducated
787770858,Graduate
721104708,Post-Graduate
717461283,Graduate
803028858,Graduate
716628633,Uneducated
813380058,Graduate
770135358,Graduate
719301258,Post-Graduate
711340233,Graduate
710002833,High School
808705758,Unknown
710839308,High School
768687183,College
720541758,College
712263258,Uneducated
712751133,Doctorate
779662308,Unknown
719260608,Uneducated
803319633,High School
708170508,Graduate
711891933,High School
802875333,High School
719991783,High School
745435533,Unknown
718063083,Graduate
710713608,Uneducated
720487308,High School
719770158,Post-Graduate
712283808,High School
779737233,Graduate
751076058,Unknown
736552308,Graduate
720578058,Unknown
714932658,College
804708633,Uneducated
716271183,Uneducated
712442508,Post-Graduate
719165508,Graduate
826467333,High School
721027083,Post-Graduate
713764458,Graduate
816261858,Graduate
710850633,High School
805282908,Graduate
771246708,Graduate
785119833,College
716780283,Uneducated
716546283,Graduate
721308033,Post-Graduate
779270883,High School
822061683,Graduate
710058033,Uneducated
710678658,Unknown
712943508,Graduate
816263808,Graduate
714162033,Post-Graduate
711238908,Uneducated
713971608,Uneducated
715193433,High School
713111883,Unknown
716911608,Graduate
822898758,Post-Graduate
712085733,Graduate
718583133,Graduate
772095858,Graduate
780074733,Doctorate
710182383,Uneducated
713418558,Graduate
715445883,Graduate
718599108,Graduate
711546333,Uneducated
721513833,High School
771669183,Graduate
774760458,High School
713453733,Uneducated
804415083,Unknown
711419133,Graduate
710691633,High School
715008858,Unknown
771424908,Unknown
771215583,High School
711012783,Graduate
827408058,Graduate
713904708,Graduate
807596358,Uneducated
708788583,College
713446083,Uneducated
717888108,Doctorate
819714408,Graduate
716853258,Graduate
719455083,Uneducated
779299233,Graduate
771922008,Unknown
708887433,Graduate
713214558,Graduate
718038483,Uneducated
714053358,High School
713730933,Graduate
762775908,High School
713181558,Doctorate
713079108,Graduate
804426858,Uneducated
788379933,Doctorate
713740533,Graduate
712235433,Graduate
811705233,Unknown
714594933,Graduate
714377058,Unknown
827114058,Post-Graduate
708654933,Doctorate
720283758,Uneducated
801994458,Unknown
718834233,College
719196858,Graduate
708451233,Graduate
718735908,Graduate
789339633,Uneducated
804833058,Unknown
712542258,Unknown
713639058,High School
709560258,Graduate
718317258,Uneducated
720362058,Uneducated
712606158,Uneducated
713162358,Unknown
710673558,High School
710096658,Unknown
721313808,Doctorate
778924158,High School
719602908,Post-Graduate
820383558,High School
717953283,Graduate
710327508,Uneducated
785134758,College
811970808,Graduate
718676283,Uneducated
720439533,Uneducated
793720908,Uneducated
708937608,High School
769189083,Graduate
713455233,Graduate
719563158,High School
753118533,Doctorate
713265858,Graduate
709713033,College
711608958,Uneducated
708633783,Uneducated
714532158,Doctorate
720950283,High School
809797158,Uneducated
713692683,Uneducated
710748483,High School
720868683,Uneducated
787532808,Post-Graduate
709453833,Graduate
712114458,Uneducated
811013658,High School
789180933,High School
717151383,Graduate
712470033,College
717840108,Unknown
709131033,Graduate
721506708,Uneducated
716039433,High School
710874933,Graduate
794682483,Post-Graduate
709229358,Uneducated
772177308,Unknown
715016508,High School
716071233,High School
818308533,Post-Graduate
711000933,Graduate
760104333,Graduate
718201383,College
779450958,Graduate
717990183,Uneducated
721252683,Unknown
710505483,Uneducated
711587433,Graduate
720964683,High School
711478233,Post-Graduate
717096858,Doctorate
719739108,Graduate
717432933,Unknown
721501308,High School
714169083,Post-Graduate
710194683,Graduate
715365183,College
715448058,College
779008158,Graduate
712822758,Uneducated
717466158,Doctorate
798687258,Graduate
717380133,High School
709693833,Graduate
804847308,Graduate
716321583,Unknown
712685733,Unknown
781306758,Uneducated
743912958,Graduate
712294083,High School
716630508,High School
711334983,High School
717442758,High School
709137558,Uneducated
714366708,Unknown
711925608,Graduate
721202058,High School
716931183,Uneducated
800164083,Uneducated
719682183,Unknown
710984133,Uneducated
780307233,Post-Graduate
716434533,High School
828215508,Graduate
716138958,Uneducated
709276908,High School
815767983,Graduate
712812408,Unknown
712403358,College
717826308,Uneducated
753443583,High School
721428333,Unknown
719910333,Unknown
713585958,College
712866933,Graduate
719219883,Uneducated
779170008,High School
779727558,College
714373308,Graduate
715000383,Uneducated
710493558,Post-Graduate
778839108,High School
715548183,Graduate
712545183,Uneducated
779032308,High School
721500108,Graduate
713389233,High School
718811058,Unknown
717084708,High School
778247358,Graduate
710702733,Graduate
815240358,Uneducated
715165758,Post-Graduate
827964858,Uneducated
773667708,Graduate
717400533,High School
713586858,Uneducated
711393483,Unknown
812979408,Unknown
711877458,College
714351558,Uneducated
828343083,High School
790002783,Graduate
708615183,Unknown
718509858,Graduate
718540308,High School
778180158,Doctorate
778242708,Unknown
806947308,Post-Graduate
714899283,Unknown
708386958,Unknown
710986758,High School
718220358,Graduate
710568333,College
712656783,Graduate
717483558,High School
721440633,High School
738899658,Graduate
711423558,Post-Graduate
721522533,Graduate
708558408,High School
714727833,Uneducated
714365883,Uneducated
715856208,Graduate
708944958,Uneducated
771516333,Graduate
772051308,Graduate
788350908,Graduate
818322033,Graduate
716288958,College
712347258,Graduate
779072733,College
710003958,Post-Graduate
715287708,Graduate
708774708,Graduate
713535033,High School
719314683,Unknown
789293358,Graduate
787638408,High School
715974783,Graduate
716134533,College
708834483,Doctorate
780168333,Graduate
711557508,Graduate
772506858,High School
765692658,Graduate
720598308,Uneducated
709912683,Graduate
815353083,College
720093333,Post-Graduate
717281658,Graduate
765731433,Graduate
712050933,College
787361583,College
709921158,High School
714781908,Graduate
717592758,Unknown
821339433,Graduate
715174983,Graduate
710863308,Post-Graduate
806824908,Unknown
710592933,Graduate
771881283,Uneducated
708687483,Graduate
719147208,Unknown
709607733,College
713184858,High School
719929758,Doctorate
759127158,College
780717483,High School
708507483,College
787617483,Uneducated
816608808,Graduate
716727258,Post-Graduate
813890883,Uneducated
768256908,Uneducated
811095483,Graduate
720168558,Graduate
719309133,Graduate
721451208,Graduate
772879158,High School
712934583,Uneducated
710088483,Uneducated
753534633,High School
710932683,High School
714751158,High School
718109808,College
713227233,Graduate
718342158,Graduate
804606033,High School
720755658,Doctorate
711795633,Doctorate
716654808,High School
817616433,College
716390958,Unknown
716564433,Graduate
719530158,Graduate
710621283,High School
716714733,Graduate
720921408,College
789185508,High School
807014583,Graduate
721388283,Post-Graduate
716022258,College
789362058,Uneducated
771460158,Graduate
714147858,High School
708394908,High School
778433283,High School
720637008,Uneducated
716877258,Graduate
812973708,High School
788760633,Uneducated
718602708,Graduate
712365483,Graduate
789154833,High School
715849983,Unknown
780336258,Graduate
716567433,Graduate
713057658,Unknown
718191483,Graduate
811527933,College
778617708,College
785055108,Graduate
822961533,College
709124883,College
772574283,Graduate
761240358,Unknown
708469533,Unknown
769927533,High School
718545033,Graduate
714972558,Graduate
772204758,Post-Graduate
709039533,Unknown
716492583,Uneducated
766381908,High School
719109783,Uneducated
796236258,High School
709700058,Graduate
716905158,Unknown
718851783,High School
709709283,College
711993258,High School
780105483,Uneducated
718350033,College
715294083,College
710905908,High School
721387008,Graduate
715411608,High School
710598408,Graduate
718521258,Post-Graduate
713138433,Graduate
718819158,Uneducated
718871358,Graduate
720186258,High School
710197308,Graduate
817086783,High School
749211483,College
789749433,Graduate
715082133,Graduate
714946908,Uneducated
716711433,High School
712429458,Graduate
708406083,Unknown
720029508,Graduate
709227033,Graduate
720846558,Unknown
716475183,Graduate
714296358,College
719998233,Unknown
719217483,Doctorate
720479058,Post-Graduate
779192283,Unknown
716385033,Graduate
711588708,Uneducated
714492783,Uneducated
709192233,Unknown
797998158,Uneducated
714021183,Graduate
780710433,College
780068283,Graduate
719930658,Uneducated
755593983,Graduate
770938533,College
714121083,Graduate
779210283,Uneducated
709739283,High School
716230158,Graduate
708724908,High School
789025083,Unknown
713804058,College
718791708,High School
785529708,Graduate
794528283,College
794856033,Post-Graduate
712939533,Graduate
708178608,Graduate
716556258,Doctorate
708404883,High School
709742958,High School
772695033,High School
714850158,Graduate
708831858,Uneducated
718076733,Graduate
714336333,Doctorate
780006783,Uneducated
779741883,Unknown
780657708,Unknown
771342183,Graduate
712901283,Graduate
802101858,Unknown
718473558,Doctorate
743590608,High School
720146733,Graduate
788252358,High School
717740658,College
714567708,Uneducated
711208083,Unknown
709708233,Doctorate
709957158,High School
828288333,Uneducated
709178733,Post-Graduate
721325133,College
816606333,High School
720454158,Unknown
717444558,Graduate
816756783,High School
715474833,College
718271958,Uneducated
708924783,Graduate
717669483,Graduate
809360883,College
717176508,Unknown
711571383,High School
713444058,Unknown
713253858,College
719609433,Uneducated
797234508,Unknown
714537258,Doctorate
793412958,Unknown
714680208,High School
715240683,High School
803796708,Uneducated
717368208,Graduate
